,MTBS_FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
4239,MISSOURI BREAKS COMPLEX,2003,2452839.5,Lightning,2452847.5,125900.0,47.5994,-107.5123,MT
4240,WHEATHEAD,2003,2452843.5,Lightning,2452844.5,2000.0,45.5808,-108.7475,MT
4241,BOOTH,2003,2452851.5,Lightning,2452856.5,1650.0,45.8494,-106.9442,MT
4242,MOON CREEK,2003,2452863.5,Lightning,2452867.5,3188.5,46.1006,-106.0978,MT
4243,BUFFALOCRK,2003,2452864.5,Lightning,2452872.5,1436.0,45.008,-105.7675,MT
4244,WILLEY,2003,2452866.5,Lightning,2452877.5,13533.0,45.6,-106.2681,MT
4245,GOSSELIN,2003,2452878.5,Lightning,2452880.5,1140.0,45.2719,-104.8861,MT
4246,3 MILE,2003,2452878.5,Lightning,2452880.5,3164.0,47.2831,-104.8805,MT
4247,LACEY GULCH,2004,2453134.5,Missing/Undefined,2453135.5,3040.0,45.208,-106.55,MT
4248,HORTON,2006,2453928.5,Lightning,2453993.5,25239.0,46.1581,-106.2133,MT
4249,BLACK PULASKI COMPLEX,2006,2453933.5,Lightning,2453947.5,117292.0,47.6697,-106.7806,MT
4250,SAND CREEK,2006,2453945.5,Lightning,2453946.5,2378.0,46.4475,-106.4075,MT
4251,ROAD CREEK,2006,2453956.5,Lightning,2453956.5,2543.0,45.9053,-105.5783,MT
4252,WOODY,2006,2453965.5,Lightning,2453971.5,1657.0,46.3667,-105.6,MT
4253,LISCOM CREEK,2006,2453975.5,Equipment Use,2453978.5,4414.0,45.93,-105.9875,MT
4254,RATTLESNAKE,2006,2453976.5,Railroad,2453977.5,1356.0,45.93,-105.9875,MT
4255,FLYING CREEK,2006,2453977.5,Lightning,2453978.5,1308.0,47.7561,-105.9847,MT
4256,CUTT COULEE,2007,2454316.5,Lightning,2454317.5,1020.0,46.0958,-105.1528,MT
4257,JONES,2007,2454322.5,Lightning,2454324.5,1006.0,46.2856,-105.6808,MT
4258,WOLF CREEK,2007,2454322.5,Lightning,2454326.5,6692.0,46.2286,-105.775,MT
4259,OKERMAN,2007,2454322.5,Lightning,2454322.5,15546.0,46.15,-105.5444,MT
4260,MOON CREEK SETTLEMENT,2007,2454324.5,Lightning,2454325.5,1161.0,46.0369,-106.1261,MT
4261,ROAD CREEK,2007,2454324.5,Lightning,2454324.5,7708.0,45.5272,-105.6947,MT
4262,POWDER RIVER COMPLEX (LINE CREEK),2007,2454324.5,Lightning,2454337.5,1500.0,45.0517,-105.9883,MT
4263,POWDER RIVER COMPLEX (TRAIL CREEK),2007,2454324.5,Lightning,2454337.5,8705.0,45.03617,-106.21392,MT
4264,POWDER RIVER COMPLEX (SALESBURY),2007,2454326.5,Lightning,2454337.5,2600.0,45.3153,-106.6128,MT
4265,FIVEMILE CREEK,2007,2454369.5,Equipment Use,2454370.5,1370.0,45.05703,-104.35481,MT
4266,,2007,2454374.5,Equipment Use,2454375.5,3237.0,46.8686,-106.1106,MT
4267,,2008,2454549.5,Arson,2454550.5,5064.0,48.0567,-105.6142,MT
4268,KNOWLTON COMPLEX (DRGA),2008,2454699.5,Lightning,2454708.5,2626.1,46.3347,-105.1006,MT
4269,KNOWLTON COMPLEX (DRGA),2008,2454700.5,Lightning,2454708.5,4261.0,46.3331,-105.1336,MT
4270,PACKER GULCH,2006,2453934.5,Equipment Use,2453949.5,3059.0,46.7458,-113.335967,MT
4271,MILE MARKER 124,2007,2454309.5,Equipment Use,2454332.5,6241.0,46.732,-113.697,MT
4272,,2000,2451717.5,Lightning,2451720.5,1359.0,39.9621,-116.4006,NV
4273,BERNDT,2000,2451744.5,Lightning,2451748.5,2840.0,39.7305,-117.0006,NV
4274,WHISKEY,2000,2451768.5,Campfire,2451771.5,1553.0,40.3991,-116.9612,NV
4275,RANCH,2001,2452133.5,Lightning,2452135.5,19643.9,41.208,-117.0371,NV
4276,BEATTY,2006,2453924.5,Lightning,2453929.5,20736.1,36.9086,-116.5642,NV
4277,SAWTOOTH,2006,2453924.5,Lightning,2453929.5,3674.2,36.95,-116.85,NV
4278,HALL,2006,2453938.5,Lightning,2453945.5,4673.0,39.9661,-116.9558,NV
4279,MOON VALLEY II,2006,2453940.5,Lightning,2453944.5,2756.9,40.1194,-117.0739,NV
4280,COTTONWOOD BASIN,2006,2453940.5,Lightning,2453945.5,2150.0,40.0517,-117.3356,NV
4281,SILVER CREEK,2006,2453943.5,Lightning,2453957.5,1741.5,39.6581,-116.9958,NV
4282,305,2006,2453969.5,Miscellaneous,2453971.5,3312.0,40.5319,-117.0494,NV
4283,GAP,2006,2453984.5,Lightning,2453992.5,6840.0,40.06,-117.4358,NV
4284,ELEPHANT,2007,2454200.5,Campfire,2454201.5,2188.0,40.1755,-117.0898,NV
4285,ANTELOPE COMPLEX,2007,2454297.5,Lightning,2454311.5,3283.0,40.0005,-116.9084,NV
4286,ANTELOPE COMPLEX,2007,2454298.5,Lightning,2454311.5,40012.0,39.89153,-117.2711,NV
4287,ANTELOPE COMPLEX,2007,2454298.5,Lightning,2454311.5,9728.0,40.1244,-117.3309,NV
4288,ANTELOPE COMPLEX,2007,2454298.5,Lightning,2454311.5,28142.0,40.1533,-116.9851,NV
4289,ANTELOPE COMPLEX,2007,2454298.5,Lightning,2454311.5,25380.0,40.0185,-117.5121,NV
4290,CALLAGHAN,2008,2454666.5,Miscellaneous,2454674.5,1100.0,39.6567,-117.0178,NV
4291,8TH HOLE,2000,2451720.5,Miscellaneous,2451722.5,1766.0,39.5519,-119.6652,NV
4292,ANTELHUNG,2000,2451723.5,Lightning,2451727.5,11690.0,39.7602,-119.7435,NV
4293,CANOE,2000,2451723.5,Lightning,2451725.5,1795.0,39.5871,-119.6291,NV
4294,RAMSEY,2000,2451724.5,Lightning,2451730.5,7597.0,39.4852,-119.3793,NV
4295,,2000,2451724.5,Lightning,2451726.5,2870.0,39.8824,-119.4288,NV
4296,EDWARDS CREEK,2000,2451726.5,Lightning,2451727.5,2000.0,39.6358,-117.6529,NV
4297,COTTONWOOD,2000,2451750.5,Lightning,2451758.5,5452.0,39.9969,-118.0046,NV
4298,TWIN PEAKS,2000,2451757.5,Lightning,2451779.5,42563.0,39.6099,-118.0007,NV
4299,RED ROCK 2,2000,2451757.5,Lightning,2451759.5,2190.0,39.7621,-119.9544,NV
4300,COMO,2000,2451837.5,Debris Burning,2451840.5,1382.0,39.03066,-119.45859,NV
4301,WARRIOR,2001,2452053.5,Lightning,2452061.5,6525.0,40.0227,-119.686,NV
4302,FISH,2001,2452130.5,Lightning,2452144.5,22674.0,40.0638,-119.9883,NV
4303,PONY EXPRESS,2002,2452469.5,Lightning,2452477.5,2000.0,39.2802,-117.8021,NV
4304,SAGEHEN,2003,2452812.5,Lightning,2452814.5,1173.0,38.0305,-118.4426,NV
4305,ANDREW,2004,2453242.5,Miscellaneous,2453248.5,2693.0,39.3327,-119.7338,NV
4306,,2006,2453912.5,Lightning,2453916.5,1641.0,39.2453,-119.9344,NV
4307,,2006,2453912.5,Lightning,2453916.5,4222.0,39.2453,-119.9344,NV
4308,VIIRGINIA,2006,2453912.5,Lightning,2453920.5,4600.0,39.4989,-119.2769,NV
4309,STORMCLOUD,2006,2453927.5,Lightning,2453930.5,6864.0,39.8458,-117.5781,NV
4310,SIX MILE 2,2006,2453938.5,Lightning,2453944.5,1733.0,39.3061,-119.6153,NV
4311,BOOTLEGGER,2006,2453953.5,Lightning,2453960.5,6685.0,39.9789,-119.9589,NV
4312,MUSTANG,2007,2454238.5,Arson,2454239.5,1412.0,39.5439,-119.6519,NV
4313,EDWARDS CREEK,2007,2454244.5,Miscellaneous,2454245.5,2225.0,39.7356,-117.575,NV
4314,ADRIAN 1,2007,2454287.5,Lightning,2454295.5,14004.0,39.2286,-119.3633,NV
4315,SAND PASS,2007,2454298.5,Lightning,2454301.5,16988.0,40.2556,-119.753,NV
4316,GOOSEBERRY,2008,2454676.5,Lightning,2454676.5,3042.0,39.935,-119.9531,NV
4317,,2008,2454765.5,Miscellaneous,2454774.5,1189.0,39.7083,-119.9858,NV
4318,TRAILER 1,2009,2455027.5,Equipment Use,2455036.5,1349.0,39.91,-120.0133,CA
4319,RED ROCK,2009,2455027.5,Equipment Use,2455036.5,10549.0,39.7842,-120.0383,NV
4320,HOYT,2009,2455063.5,Equipment Use,2455073.5,10670.0,39.8092,-117.5586,NV
4321,HOGAN,2000,2451713.5,Lightning,2451717.5,1891.6,40.7141,-114.7628,NV
4322,,2000,2451718.5,Lightning,2451721.5,3656.3,40.1669,-115.7851,NV
4323,RAILROAD PASS,2000,2451720.5,Lightning,2451721.5,5984.8,40.1241,-115.767,NV
4324,LINKA,2000,2451735.5,Lightning,2451737.5,3383.0,40.2608,-116.3673,NV
4325,BEOWAWE,2000,2451742.5,Lightning,2451748.5,13950.0,40.2916,-116.4876,NV
4326,BIG SPRINGS,2000,2451742.5,Lightning,2451743.5,1623.2,40.901,-114.535,NV
4327,NORTHEAST ELKO COUNTY ZONE (COUNTY ZONE),2000,2451751.5,Lightning,2451788.5,73694.0,41.0999,-114.9509,NV
4328,SHEEP PEN,2000,2451757.5,Lightning,2451760.5,2491.6,41.2941,-115.3881,NV
4329,VEGA,2000,2451757.5,Lightning,2451761.5,1500.0,41.6205,-115.7759,NV
4330,COLD SPRINGS,2000,2451758.5,Lightning,2451772.5,5481.1,41.6699,-115.0025,NV
4331,THREE MILE,2000,2451758.5,Lightning,2451761.5,15000.0,41.5021,-116.5984,NV
4332,CAMP CREEK,2000,2451758.5,Lightning,2451772.5,4000.0,41.6182,-115.2176,NV
4333,RABBIT,2000,2451760.5,Lightning,2451773.5,5337.0,40.1399,-115.3059,NV
4334,CHOKE CHERRY,2000,2451766.5,Lightning,2451771.5,25000.0,41.9049,-114.3792,NV
4335,WEST PEQUOPS,2001,2452093.5,Lightning,2452098.5,3496.7,41.1841,-114.6356,NV
4336,NEPTUNE,2001,2452093.5,Lightning,2452098.5,1716.0,40.6274,-114.6936,NV
4337,ISOLATION COMPLEX (DOUBLE MOUNTAIN),2001,2452093.5,Lightning,2452096.5,4500.0,41.4544,-115.6842,NV
4338,METROPOLIS,2001,2452093.5,Lightning,2452095.5,1142.0,41.2333,-115.0009,NV
4339,BISHOP,2001,2452093.5,Lightning,2452096.5,2898.0,41.2352,-114.8842,NV
4340,ISOLATION COMPLEX (ISOLATED),2001,2452093.5,Lightning,2452097.5,14032.0,41.2666,-115.3176,NV
4341,WINECUP,2001,2452094.5,Lightning,2452096.5,9362.6,41.3202,-114.782,NV
4342,UPP CLOVER,2001,2452094.5,Lightning,2452097.5,1992.8,41.1733,-114.1564,NV
4343,MAGGIE CREEK,2001,2452094.5,Lightning,2452097.5,11455.0,40.8332,-116.1676,NV
4344,WEST LITTLE HUMBOLDT,2001,2452110.5,Lightning,2452112.5,1672.5,41.3877,-116.9026,NV
4345,TABOR CREEK,2001,2452115.5,Lightning,2452124.5,7004.7,41.4074,-115.0678,NV
4346,STAG,2001,2452124.5,Lightning,2452133.5,19578.0,41.3288,-115.4701,NV
4347,DELANO,2001,2452125.5,Lightning,2452129.5,3793.7,41.7502,-114.2678,NV
4348,RODEO CREEK,2001,2452129.5,Lightning,2452132.5,5542.0,40.908,-116.4926,NV
4349,SHEEP,2001,2452130.5,Lightning,2452140.5,83723.0,40.8116,-116.8443,NV
4350,BUFFALO COMPLEX (HOT LAKE),2001,2452133.5,Lightning,2452182.5,71934.4,41.1132,-116.7179,NV
4351,COYOTE CREEK,2001,2452133.5,Lightning,2452141.5,11675.2,41.0713,-116.1962,NV
4352,BAILEY,2001,2452133.5,Lightning,2452134.5,1201.1,40.4438,-116.0834,NV
4353,BUFFALO COMPLEX (BUFFALO),2001,2452133.5,Lightning,2452138.5,21187.7,41.2832,-116.6676,NV
4354,,2001,2452156.5,Miscellaneous,2452172.5,1079.2,40.8652,-115.8637,NV
4355,SCHELL,2003,2452837.5,Lightning,2452840.5,1723.0,40.8674,-115.8231,NV
4356,GOSHUTE PEAK,2003,2452837.5,Lightning,2452847.5,2580.0,40.5333,-114.2675,NV
4357,SAVANNAH,2003,2452838.5,Lightning,2452840.5,1443.9,41.3333,-114.5175,NV
4358,DUNPHY,2005,2453556.5,Fireworks,2453557.5,3822.9,40.6997,-116.5164,NV
4359,CONTACT,2005,2453566.5,Lightning,2453570.5,1662.1,41.7597,-114.7808,NV
4360,WILSON COMPLEX (RAWHIDE),2005,2453566.5,Lightning,2453572.5,35748.7,41.7553,-116.3239,NV
4361,ESMERALDA,2005,2453566.5,Lightning,2453572.5,96986.8,41.24,-116.7489,NV
4362,WILSON COMPLEX (RAWHIDE),2005,2453566.5,Lightning,2453572.5,13453.1,41.8578,-116.4875,NV
4363,USFS 6,2005,2453566.5,Lightning,2453572.5,4027.3,41.7564,-116.3072,NV
4364,CARLIN,2005,2453567.5,Lightning,2453572.5,4802.5,40.71,-116.2064,NV
4365,ESMERALDA,2005,2453580.5,Lightning,2453581.5,1710.5,41.1828,-116.5236,NV
4366,OMEGA,2005,2453603.5,Lightning,2453605.5,2473.7,41.3683,-115.6497,NV
4367,SHERMAN,2005,2453604.5,Lightning,2453608.5,7460.4,40.9833,-115.78,NV
4368,7J,2005,2453609.5,Missing/Undefined,2453610.5,1265.0,41.6875,-116.235,NV
4369,,2005,2453610.5,Debris Burning,2453614.5,23749.0,40.8786,-115.6853,NV
4370,CRISPIX,2005,2453636.5,Equipment Use,2453640.5,3254.8,40.5014,-115.895,NV
4371,FRENCHIE,2006,2453892.5,Lightning,2453894.5,3020.0,40.4258,-116.1842,NV
4372,BARTH 1,2006,2453906.5,Railroad,2453908.5,2214.1,40.6178,-116.2697,NV
4373,SUZIE,2006,2453911.5,Lightning,2453918.5,78456.5,40.7831,-116.0831,NV
4374,ELBURZ 1,2006,2453911.5,Lightning,2453914.5,9633.6,40.9739,-115.5214,NV
4375,SNEEKEE,2006,2453912.5,Lightning,2453919.5,10280.1,40.665,-115.7733,NV
4376,NORTH ANTELOPE,2006,2453912.5,Lightning,2453916.5,10219.0,41.1083,-116.5228,NV
4377,RED HOUSE,2006,2453920.5,Lightning,2453922.5,1154.9,40.9322,-116.1575,NV
4378,NINE MILE,2006,2453939.5,Lightning,2453942.5,1435.4,40.6636,-114.8006,NV
4379,MARBLE,2006,2453940.5,Lightning,2453943.5,4212.1,41.1206,-115.3492,NV
4380,WINTERS,2006,2453941.5,Lightning,2453950.5,238462.6,41.3603,-116.9144,NV
4381,BASCO,2006,2453942.5,Lightning,2453949.5,44282.2,41.0694,-116.0836,NV
4382,TAYLOR,2006,2453943.5,Lightning,2453950.5,4452.0,41.3081,-116.0883,NV
4383,PEQUOP,2006,2453954.5,Lightning,2453956.5,1978.0,41.1867,-114.6653,NV
4384,CHARLESTON,2006,2453961.5,Lightning,2453965.5,32565.8,41.1511,-115.3811,NV
4385,SUGARLOAF 1,2006,2453962.5,Lightning,2453969.5,2823.2,41.2642,-115.5756,NV
4386,SUGARLOAF 1,2006,2453962.5,Lightning,2453969.5,2564.0,41.2947,-115.5778,NV
4387,CHARLESTON,2006,2453962.5,Lightning,2453967.5,2000.0,41.3831,-115.515,NV
4388,CHARLESTON,2006,2453962.5,Lightning,2453967.5,141707.4,41.5578,-115.5242,NV
4389,TP,2006,2453963.5,Lightning,2453978.5,2858.9,41.8058,-114.255,NV
4390,TP,2006,2453963.5,Lightning,2453972.5,6988.1,41.8094,-114.2592,NV
4391,RODEAR,2006,2453963.5,Lightning,2453965.5,1016.0,41.4581,-116.9756,NV
4392,EAST HUMBOLDT,2006,2453967.5,Lightning,2453974.5,8637.6,40.7269,-115.8225,NV
4393,MUDD,2006,2453970.5,Equipment Use,2453973.5,13456.5,40.9033,-115.8678,NV
4394,WEBB,2006,2453981.5,Lightning,2453985.5,13654.9,40.5894,-116.125,NV
4395,SILVER LAKE,2006,2453981.5,Lightning,2453982.5,2534.4,41.7128,-116.7497,NV
4396,DEER,2006,2453981.5,Lightning,2453988.5,15698.3,41.6258,-115.1233,NV
4397,AMAZON,2006,2453981.5,Lightning,2453989.5,108563.6,41.4672,-116.3319,NV
4398,SHEEP,2006,2453981.5,Lightning,2453988.5,150270.7,40.8258,-116.7203,NV
4399,BAILEY,2007,2454271.5,Miscellaneous,2454273.5,1928.0,40.4339,-116.0836,NV
4400,HIGHWAY 93 COMPLEX (WEST BASIN),2007,2454287.5,Lightning,2454309.5,60490.1,41.9533,-114.5597,NV
4401,BARTH,2007,2454287.5,Lightning,2454289.5,10098.0,40.61,-116.1972,NV
4402,MM 288,2007,2454288.5,Equipment Use,2454289.5,2195.0,40.7292,-115.9733,NV
4403,HIGHWAY 93 COMPLEX (ECCLES),2007,2454288.5,Lightning,2454296.5,19560.3,41.5789,-114.4372,NV
4404,PEQUOP SPRINGS,2007,2454295.5,Lightning,2454296.5,1298.7,41.2211,-114.5697,NV
4405,HEPWORTH COMPLEX (HEPWORTH),2007,2454297.5,Lightning,2454302.5,38068.1,41.2764,-115.075,NV
4406,PETAN WILSON FORK,2007,2454297.5,Lightning,2454300.5,3329.9,41.75,-116.25,NV
4407,WINECUP COMPLEX (BLACK MOUNTAIN),2007,2454297.5,Lightning,2454302.5,1284.9,41.7514,-114.9831,NV
4408,SOUTH DINNER,2007,2454297.5,Lightning,2454299.5,1500.0,41.0822,-115.8825,NV
4409,HEPWORTH COMPLEX (HD SUMMIT),2007,2454297.5,Lightning,2454333.5,7808.4,41.2114,-114.8461,NV
4410,CAMP CREEK,2007,2454297.5,Lightning,2454300.5,2171.4,40.9436,-116.0006,NV
4411,MURPHY COMPLEX (SCOTT CREEK),2007,2454297.5,Lightning,2454344.5,58451.1,41.8392,-114.9028,NV
4412,CASTLE PLACE,2007,2454297.5,Lightning,2454300.5,4620.9,41.4389,-116.9083,NV
4413,ANTELOPE COMPLEX,2007,2454298.5,Lightning,2454303.5,28979.0,40.6975,-116.5464,NV
4414,TWIN BRIDGES,2007,2454298.5,Lightning,2454303.5,2410.3,40.6294,-115.6683,NV
4415,WILLOW CREEK RIDGE,2007,2454298.5,Lightning,2454313.5,1729.9,41.6467,-116.5708,NV
4416,BOB'S FLAT 3,2007,2454298.5,Lightning,2454302.5,13456.6,40.6575,-116.4519,NV
4417,MENDIVE,2007,2454298.5,Lightning,2454311.5,1253.4,41.6808,-115.7333,NV
4418,RED HOUSE COMPLEX,2007,2454299.5,Lightning,2454327.5,27132.4,40.3686,-116.2306,NV
4419,RED HOUSE COMPLEX,2007,2454299.5,Lightning,2454340.5,32895.8,41.8978,-116.3419,NV
4420,WINECUP COMPLEX (WEST FORK),2007,2454299.5,Lightning,2454314.5,154973.0,41.7822,-114.1667,NV
4421,RED HOUSE COMPLEX,2007,2454299.5,Lightning,2454301.5,8861.0,40.6831,-115.9164,NV
4422,PARTY,2007,2454330.5,Campfire,2454333.5,4870.8,40.6847,-116.255,NV
4423,RAINE,2007,2454338.5,Lightning,2454344.5,1312.0,40.5778,-116.1333,NV
4424,ROCK CREEK,2008,2454688.5,Equipment Use,2454690.5,1647.7,40.9217,-116.5931,NV
4425,STRAWBERRY,2000,2451734.5,Lightning,2451766.5,1603.0,39.686,-115.7928,NV
4426,CHERRY,2000,2451736.5,Lightning,2451788.5,8401.0,39.9074,-114.8939,NV
4427,HOLLOW,2000,2451751.5,Lightning,2451756.5,1311.0,37.6266,-114.1483,NV
4428,COYOTE,2000,2451752.5,Lightning,2451759.5,15719.0,38.2666,-114.1341,NV
4429,PARSNIP,2000,2451757.5,Lightning,2451785.5,2111.0,38.1405,-114.2972,NV
4430,CRUSOE,2000,2451758.5,Lightning,2451762.5,1655.0,39.4066,-115.0975,NV
4431,WILLOW,2000,2451775.5,Lightning,2451780.5,1073.0,40.0999,-115.2509,NV
4432,WATER CANYON,2001,2452125.5,Lightning,2452129.5,2967.0,39.9166,-115.6009,NV
4433,BUTTE,2001,2452134.5,Lightning,2452140.5,4506.0,40.0274,-115.122,NV
4434,ROBISONWEL,2001,2452147.5,Lightning,2452157.5,1895.0,39.8752,-115.267,NV
4435,NRTHPAHROC,2002,2452426.5,Lightning,2452429.5,2079.0,37.8233,-114.9008,NV
4436,PARSNIP,2002,2452426.5,Lightning,2452454.5,1140.0,38.22,-114.0894,NV
4437,EAGLE,2002,2452466.5,Lightning,2452477.5,8527.0,38.0,-114.1341,NV
4438,MAILSUMMIT,2002,2452475.5,Lightning,2452481.5,1010.0,37.6741,-115.2672,NV
4439,BUSTER,2002,2452485.5,Lightning,2452493.5,4214.0,38.1061,-114.2622,NV
4440,CHROME,2004,2453194.5,Lightning,2453200.5,5163.0,39.9499,-115.5009,NV
4441,RIGGS,2004,2453227.5,Miscellaneous,2453235.5,1048.0,37.2736,-114.6964,NV
4442,BIG HORN,2004,2453239.5,Lightning,2453245.5,1552.0,36.8864,-114.4864,NV
4443,SAMPSON CREEK,2004,2453265.5,Miscellaneous,2453275.5,1192.0,39.9983,-114.5492,NV
4444,SOUTHERN NEVADA COMPLEX (DUZAK),2005,2453524.5,Lightning,2453531.5,6650.0,36.907778,-114.355833,NV
4445,IAN,2005,2453524.5,Lightning,2453526.5,5438.0,36.9306,-114.8086,NV
4446,SOUTHERN NEVADA COMPLEX (MEADOW VALLEY),2005,2453543.5,Lightning,2453552.5,149131.0,37.1208,-114.7169,NV
4447,SOUTHERN NEVADA COMPLEX (DUZAK),2005,2453543.5,Lightning,2453546.5,7900.0,36.945,-114.3961,NV
4448,SOUTHERN NEVADA COMPLEX (DUZAK),2005,2453543.5,Lightning,2453556.5,238058.0,37.2,-114.3831,NV
4449,DELAMAR,2005,2453549.5,Lightning,2453556.5,168293.0,37.1033,-114.8417,NV
4450,SOUTHERN NEVADA COMPLEX (DUZAK),2005,2453549.5,Lightning,2453552.5,28141.0,36.9775,-114.3856,NV
4451,EAST MORMON,2005,2453572.5,Lightning,2453576.5,5000.0,37.0533,-114.3842,NV
4452,BLUE,2005,2453573.5,Lightning,2453576.5,1100.0,37.2003,-114.2947,NV
4453,ROCKY,2006,2453895.5,Lightning,2453898.5,4031.0,37.8731,-115.1528,NV
4454,HIKO,2006,2453918.5,Lightning,2453919.5,3200.0,37.4578,-115.2983,NV
4455,TEXAS,2006,2453919.5,Lightning,2453921.5,4770.0,37.2608,-114.9553,NV
4456,CEDAR FIRE,2006,2453920.5,Lightning,2453922.5,2566.0,37.3333,-114.1833,NV
4457,TWIN SPRINGS,2006,2453921.5,Lightning,2453930.5,1140.0,37.45,-114.9833,NV
4458,LUSETTI,2006,2453924.5,Lightning,2453978.5,2290.0,39.3931,-114.9,NV
4459,GUBLER,2006,2453937.5,Lightning,2453938.5,2000.0,38.6714,-115.0619,NV
4460,SPRINGER,2006,2453939.5,Lightning,2453940.5,5955.0,37.6144,-115.3536,NV
4461,HAMBLY,2006,2453939.5,Lightning,2453963.5,23649.0,37.7189,-115.0292,NV
4462,RANGE,2006,2453940.5,Lightning,2453955.5,24452.0,37.4931,-114.9617,NV
4463,MUSTANG,2006,2453941.5,Lightning,2453943.5,2969.0,37.7286,-114.9,NV
4464,PEERS,2006,2453942.5,Lightning,2453948.5,1194.0,38.3169,-114.6706,NV
4465,KICKSMILLER,2006,2453942.5,Lightning,2453946.5,2780.0,38.3506,-114.7494,NV
4466,4 WHEELER,2006,2453944.5,Lightning,2453987.5,3456.0,39.2869,-114.4944,NV
4467,HIGBY,2006,2453970.5,Lightning,2453971.5,4046.0,37.4211,-115.0822,NV
4468,HIGBY,2006,2453970.5,Lightning,2453989.5,10077.0,37.4178,-115.1042,NV
4469,DUSKY,2006,2453984.5,Lightning,2454000.5,3050.0,37.3447,-114.4872,NV
4470,OREANA,2006,2453984.5,Lightning,2453996.5,2648.0,37.9914,-115.1347,NV
4471,TIPPETTS,2007,2454299.5,Lightning,2454312.5,3501.0,39.8333,-114.1681,NV
4472,TELEGRAPH WFU,2007,2454299.5,Lightning,2454378.5,1558.0,39.7458,-114.8497,NV
4473,SHEEP CREEK WFU,2007,2454343.5,Lightning,2454392.5,2500.0,38.6972,-114.7239,NV
4474,NICKEL,2004,2453172.5,Lightning,2453179.5,8404.0,36.5875,-114.14,NV
4475,AIR FORCE,2005,2453524.5,Lightning,2453532.5,21000.0,36.8575,-116.5108,NV
4476,SOUTHERN NEVADA COMPLEX (DUZAK),2005,2453543.5,Lightning,2453551.5,56003.0,36.8458,-114.3383,NV
4477,SOUTHERN NEVADA COMPLEX (DRY LAKE),2005,2453543.5,Lightning,2453556.5,2221.0,36.4461,-114.9925,NV
4478,SOUTHERN NEVADA COMPLEX (BUNKERVILLE),2005,2453543.5,Lightning,2453551.5,3072.0,36.6644,-114.1883,NV
4479,GOODSPRINGS,2005,2453543.5,Lightning,2453557.5,33569.0,35.8603,-115.4642,NV
4480,FORK,2005,2453549.5,Lightning,2453559.5,43245.0,36.2681,-114.155,NV
4481,SOUTHERN NEVADA COMPLEX (TRAMP),2005,2453549.5,Lightning,2453556.5,27318.0,36.3333,-114.15,NV
4482,GARNET,2005,2453554.5,Arson,2453556.5,1100.0,36.5131,-114.938,NV
4483,FWS 9,2006,2453917.5,Lightning,2453926.5,18082.0,36.4556,-115.0755,NV
4484,VIRGIN GOLD COMPLEX,2006,2453940.5,Lightning,2453946.5,1370.0,36.3258,-114.1122,NV
4485,SCENIC,2006,2453984.5,Lightning,2453990.5,1500.0,36.1397,-115.4661,NV
4486,SALT DESERT COMPLEX (BOX CANYON),2000,2451717.5,Lightning,2451718.5,1032.0,41.1841,-117.521,NV
4487,KELLY CREEK,2000,2451725.5,Lightning,2451730.5,37716.9,41.2332,-117.0843,NV
4488,ELBOW,2000,2451725.5,Lightning,2451727.5,1145.4,40.7571,-117.7121,NV
4489,BILK CREEK COMPLEX (CHERRY CREEK),2000,2451742.5,Lightning,2451745.5,23482.8,41.5705,-117.7954,NV
4490,BILK CREEK COMPLEX (WILLOW CREEK),2000,2451742.5,Lightning,2451744.5,1175.9,41.6999,-117.751,NV
4491,BILK CREEK COMPLEX (DOUBLE H),2000,2451742.5,Lightning,2451745.5,70876.2,41.6493,-118.0507,NV
4492,PRINCE ROYAL COMPLEX,2000,2451742.5,Lightning,2451747.5,14273.1,40.6243,-118.1671,NV
4493,GREGG CANYON,2000,2451742.5,Lightning,2451744.5,1847.4,40.7202,-117.5382,NV
4494,TRUCKEE,2000,2451757.5,Lightning,2451759.5,6370.9,39.8452,-119.2154,NV
4495,JUNGO COMPLEX,2000,2451758.5,Lightning,2451760.5,3663.8,40.9982,-117.8893,NV
4496,COW CREEK,2000,2451758.5,Lightning,2451761.5,9977.6,40.6718,-118.6743,NV
4497,TRUCKEE,2000,2451760.5,Lightning,2451764.5,13348.4,39.8763,-119.1993,NV
4498,TRUCKEE,2000,2451760.5,Lightning,2451763.5,2897.1,39.8452,-119.2154,NV
4499,MM 185,2000,2451763.5,Lightning,2451766.5,1845.9,40.9863,-117.6051,NV
4500,S WILLOW,2000,2451769.5,Miscellaneous,2451774.5,14892.4,40.5432,-118.6838,NV
4501,MAHOGANY,2000,2451795.5,Campfire,2451802.5,12254.8,41.5166,-118.951,NV
4502,STANDARD,2001,2452093.5,Equipment Use,2452097.5,1280.0,40.511,-118.2324,NV
4503,TIPTON,2001,2452094.5,Lightning,2452096.5,2031.2,40.7318,-117.4571,NV
4504,GOOSEBERRY,2001,2452095.5,Lightning,2452095.5,3037.0,40.1507,-117.5418,NV
4505,DRY MTN,2001,2452130.5,Lightning,2452132.5,2437.2,40.7496,-119.1107,NV
4506,KRUM,2001,2452131.5,Lightning,2452133.5,12084.0,41.0177,-117.7685,NV
4507,BULL BASIN,2001,2452131.5,Lightning,2452136.5,1859.4,40.463,-119.5616,NV
